7.2363 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018785214320>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000187854FA550>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
50.5377 	EXP 	pos315: autoDraw = True
50.6730 	DATA 	Mouse:  Left button up, pos=(927,135)
55.5511 	EXP 	pos0: autoDraw = False
55.5511 	EXP 	pos45: autoDraw = False
55.5511 	EXP 	pos90: autoDraw = False
55.5511 	EXP 	pos135: autoDraw = False
55.5511 	EXP 	pos180: autoDraw = False
55.5511 	EXP 	pos225: autoDraw = False
55.5511 	EXP 	pos270: autoDraw = False
55.5511 	EXP 	pos315: autoDraw = False
57.5341 	EXP 	response: autoDraw = True
59.0355 	DATA 	Mouse: Left button down, pos=(628,883)
59.0445 	EXP 	New trial (rep=0, index=5): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [1, 1, 1]), ('Color180', [0, 0, 0]), ('Color225', [1, -1, 1]), ('Color270', [-1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [1, -1, 1]), ('target_angle', 225), ('load', 3), ('delay', 2), ('trial', 5)])
59.0551 	EXP 	pos0: autoDraw = False
59.0551 	EXP 	pos45: autoDraw = False
59.0551 	EXP 	pos90: autoDraw = False
59.0551 	EXP 	pos135: autoDraw = False
59.0551 	EXP 	pos180: autoDraw = False
59.0551 	EXP 	pos225: autoDraw = False
59.0551 	EXP 	pos270: autoDraw = False
59.0551 	EXP 	pos315: autoDraw = False
59.0551 	EXP 	response: autoDraw = False
59.0551 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos45: fillColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos45: lineColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos135: fillColor = '[1. 1. 1.] (rgb)'
59.0551 	EXP 	pos135: lineColor = '[1. 1. 1.] (rgb)'
59.0551 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos225: fillColor = '[ 1. -1.  1.] (rgb)'
59.0551 	EXP 	pos225: lineColor = '[ 1. -1.  1.] (rgb)'
59.0551 	EXP 	pos270: fillColor = '[-1.  1.  1.] (rgb)'
59.0551 	EXP 	pos270: lineColor = '[-1.  1.  1.] (rgb)'
59.0551 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
59.0551 	EXP 	response: fillColor = '[ 1. -1.  1.] (rgb)'
59.0551 	EXP 	response: lineColor = '[ 1. -1.  1.] (rgb)'
59.0551 	EXP 	pos0: autoDraw = True
59.0551 	EXP 	pos45: autoDraw = True
59.0551 	EXP 	pos90: autoDraw = True
59.0551 	EXP 	pos135: autoDraw = True
59.0551 	EXP 	pos180: autoDraw = True
59.0551 	EXP 	pos225: autoDraw = True
59.0551 	EXP 	pos270: autoDraw = True
59.0551 	EXP 	pos315: autoDraw = True
59.1542 	DATA 	Mouse:  Left button up, pos=(628,883)
64.0649 	EXP 	pos0: autoDraw = False
64.0649 	EXP 	pos45: autoDraw = False
64.0649 	EXP 	pos90: autoDraw = False
64.0649 	EXP 	pos135: autoDraw = False
64.0649 	EXP 	pos180: autoDraw = False
64.0649 	EXP 	pos225: autoDraw = False
64.0649 	EXP 	pos270: autoDraw = False
64.0649 	EXP 	pos315: autoDraw = False
66.0482 	EXP 	response: autoDraw = True
69.3838 	DATA 	Mouse: Left button down, pos=(692,288)
69.3872 	EXP 	New trial (rep=0, index=6): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [-1, -1, 1]), ('Color90', [0, 0, 0]), ('Color135', [0, 0, 0]), ('Color180', [0, 0, 0]), ('Color225', [-1, 1, 1]), ('Color270', [1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, -1, 1]), ('target_angle', 45), ('load', 3), ('delay', 2), ('trial', 6)])
69.3973 	EXP 	pos0: autoDraw = False
69.3973 	EXP 	pos45: autoDraw = False
69.3973 	EXP 	pos90: autoDraw = False
69.3973 	EXP 	pos135: autoDraw = False
69.3973 	EXP 	pos180: autoDraw = False
69.3973 	EXP 	pos225: autoDraw = False
69.3973 	EXP 	pos270: autoDraw = False
69.3973 	EXP 	pos315: autoDraw = False
69.3973 	EXP 	response: autoDraw = False
69.3973 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos45: fillColor = '[-1. -1.  1.] (rgb)'
69.3973 	EXP 	pos45: lineColor = '[-1. -1.  1.] (rgb)'
69.3973 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos180: fillColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos180: lineColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos225: fillColor = '[-1.  1.  1.] (rgb)'
69.3973 	EXP 	pos225: lineColor = '[-1.  1.  1.] (rgb)'
69.3973 	EXP 	pos270: fillColor = '[1. 1. 1.] (rgb)'
69.3973 	EXP 	pos270: lineColor = '[1. 1. 1.] (rgb)'
69.3973 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
69.3973 	EXP 	response: fillColor = '[-1. -1.  1.] (rgb)'
69.3973 	EXP 	response: lineColor = '[-1. -1.  1.] (rgb)'
69.3973 	EXP 	pos0: autoDraw = True
69.3973 	EXP 	pos45: autoDraw = True
69.3973 	EXP 	pos90: autoDraw = True
69.3973 	EXP 	pos135: autoDraw = True
69.3973 	EXP 	pos180: autoDraw = True
69.3973 	EXP 	pos225: autoDraw = True
69.3973 	EXP 	pos270: autoDraw = True
69.3973 	EXP 	pos315: autoDraw = True
69.5169 	DATA 	Mouse:  Left button up, pos=(693,288)
74.4117 	EXP 	pos0: autoDraw = False
74.4117 	EXP 	pos45: autoDraw = False
74.4117 	EXP 	pos90: autoDraw = False
74.4117 	EXP 	pos135: autoDraw = False
74.4117 	EXP 	pos180: autoDraw = False
74.4117 	EXP 	pos225: autoDraw = False
74.4117 	EXP 	pos270: autoDraw = False
74.4117 	EXP 	pos315: autoDraw = False
76.3946 	EXP 	response: autoDraw = True
78.1290 	DATA 	Mouse: Left button down, pos=(1254,906)
78.1389 	EXP 	New trial (rep=0, index=7): OrderedDict([('Color0', [0, 0, 0]), ('Color45', [0, 0, 0]), ('Color90', [0, 0, 0]), ('Color135', [1, -1, 1]), ('Color180', [1, 1, -1]), ('Color225', [0, 0, 0]), ('Color270', [0, 0, 0]), ('Color315', [-1, 1, -1]), ('Cueresp', [1, 1, -1]), ('target_angle', 180), ('load', 3), ('delay', 2), ('trial', 7)])
78.1512 	EXP 	pos0: autoDraw = False
78.1512 	EXP 	pos45: autoDraw = False
78.1512 	EXP 	pos90: autoDraw = False
78.1512 	EXP 	pos135: autoDraw = False
78.1512 	EXP 	pos180: autoDraw = False
78.1512 	EXP 	pos225: autoDraw = False
78.1512 	EXP 	pos270: autoDraw = False
78.1512 	EXP 	pos315: autoDraw = False
78.1512 	EXP 	response: autoDraw = False
78.1512 	EXP 	pos0: fillColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos0: lineColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos45: fillColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos45: lineColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos90: fillColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos90: lineColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos135: fillColor = '[ 1. -1.  1.] (rgb)'
78.1512 	EXP 	pos135: lineColor = '[ 1. -1.  1.] (rgb)'
78.1512 	EXP 	pos180: fillColor = '[ 1.  1. -1.] (rgb)'
78.1512 	EXP 	pos180: lineColor = '[ 1.  1. -1.] (rgb)'
78.1512 	EXP 	pos225: fillColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos225: lineColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos270: fillColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos270: lineColor = '[0. 0. 0.] (rgb)'
78.1512 	EXP 	pos315: fillColor = '[-1.  1. -1.] (rgb)'
78.1512 	EXP 	pos315: lineColor = '[-1.  1. -1.] (rgb)'
78.1512 	EXP 	response: fillColor = '[ 1.  1. -1.] (rgb)'
78.1512 	EXP 	response: lineColor = '[ 1.  1. -1.] (rgb)'
78.1512 	EXP 	pos0: autoDraw = True
78.1512 	EXP 	pos45: autoDraw = True
78.1512 	EXP 	pos90: autoDraw = True
78.1512 	EXP 	pos135: autoDraw = True
78.1512 	EXP 	pos180: autoDraw = True
78.1512 	EXP 	pos225: autoDraw = True
78.1512 	EXP 	pos270: autoDraw = True
78.1512 	EXP 	pos315: autoDraw = True
78.2310 	DATA 	Mouse:  Left button up, pos=(1254,906)
83.1587 	EXP 	pos0: autoDraw = False
83.1587 	EXP 	pos45: autoDraw = False
83.1587 	EXP 	pos90: autoDraw = False
83.1587 	EXP 	pos135: autoDraw = False
83.1587 	EXP 	pos180: autoDraw = False
83.1587 	EXP 	pos225: autoDraw = False
83.1587 	EXP 	pos270: autoDraw = False
83.1587 	EXP 	pos315: autoDraw = False
85.1411 	EXP 	response: autoDraw = True
86.8910 	DATA 	Mouse: Left button down, pos=(502,587)
86.8944 	EXP 	New trial (rep=0, index=8): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [1, -1, 1]), ('Color90', [-1, 1, -1]), ('Color135', [-1, -1, 1]), ('Color180', [-1, 1, 1]), ('Color225', [1, -1, -1]), ('Color270', [1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, 1, 1]), ('target_angle', 180), ('load', 7), ('delay', 2), ('trial', 0)])
86.9082 	EXP 	pos0: autoDraw = False
86.9082 	EXP 	pos45: autoDraw = False
86.9082 	EXP 	pos90: autoDraw = False
86.9082 	EXP 	pos135: autoDraw = False
86.9082 	EXP 	pos180: autoDraw = False
86.9082 	EXP 	pos225: autoDraw = False
86.9082 	EXP 	pos270: autoDraw = False
86.9082 	EXP 	pos315: autoDraw = False
86.9082 	EXP 	response: autoDraw = False
86.9082 	EXP 	pos0: fillColor = '[ 1.  1. -1.] (rgb)'
86.9082 	EXP 	pos0: lineColor = '[ 1.  1. -1.] (rgb)'
86.9082 	EXP 	pos45: fillColor = '[ 1. -1.  1.] (rgb)'
86.9082 	EXP 	pos45: lineColor = '[ 1. -1.  1.] (rgb)'
86.9082 	EXP 	pos90: fillColor = '[-1.  1. -1.] (rgb)'
86.9082 	EXP 	pos90: lineColor = '[-1.  1. -1.] (rgb)'
86.9082 	EXP 	pos135: fillColor = '[-1. -1.  1.] (rgb)'
86.9082 	EXP 	pos135: lineColor = '[-1. -1.  1.] (rgb)'
86.9082 	EXP 	pos180: fillColor = '[-1.  1.  1.] (rgb)'
86.9082 	EXP 	pos180: lineColor = '[-1.  1.  1.] (rgb)'
86.9082 	EXP 	pos225: fillColor = '[ 1. -1. -1.] (rgb)'
86.9082 	EXP 	pos225: lineColor = '[ 1. -1. -1.] (rgb)'
86.9082 	EXP 	pos270: fillColor = '[1. 1. 1.] (rgb)'
86.9082 	EXP 	pos270: lineColor = '[1. 1. 1.] (rgb)'
86.9082 	EXP 	pos315: fillColor = '[0. 0. 0.] (rgb)'
86.9082 	EXP 	pos315: lineColor = '[0. 0. 0.] (rgb)'
86.9082 	EXP 	response: fillColor = '[-1.  1.  1.] (rgb)'
86.9082 	EXP 	response: lineColor = '[-1.  1.  1.] (rgb)'
86.9082 	EXP 	pos0: autoDraw = True
86.9082 	EXP 	pos45: autoDraw = True
86.9082 	EXP 	pos90: autoDraw = True
86.9082 	EXP 	pos135: autoDraw = True
86.9082 	EXP 	pos180: autoDraw = True
86.9082 	EXP 	pos225: autoDraw = True
86.9082 	EXP 	pos270: autoDraw = True
86.9082 	EXP 	pos315: autoDraw = True
87.0269 	DATA 	Mouse:  Left button up, pos=(502,587)
91.9224 	EXP 	pos0: autoDraw = False
91.9224 	EXP 	pos45: autoDraw = False
91.9224 	EXP 	pos90: autoDraw = False
91.9224 	EXP 	pos135: autoDraw = False
91.9224 	EXP 	pos180: autoDraw = False
91.9224 	EXP 	pos225: autoDraw = False
91.9224 	EXP 	pos270: autoDraw = False
91.9224 	EXP 	pos315: autoDraw = False
93.8881 	EXP 	response: autoDraw = True
97.3874 	DATA 	Mouse: Left button down, pos=(942,157)
97.3906 	EXP 	New trial (rep=0, index=9): OrderedDict([('Color0', [-1, -1, 1]), ('Color45', [1, -1, 1]), ('Color90', [-1, 1, -1]), ('Color135', [1, -1, -1]), ('Color180', [-1, 1, 1]), ('Color225', [1, 1, 1]), ('Color270', [0, 0, 0]), ('Color315', [1, 1, -1]), ('Cueresp', [-1, 1, 1]), ('target_angle', 180), ('load', 7), ('delay', 2), ('trial', 1)])
97.4038 	EXP 	pos0: autoDraw = False
97.4038 	EXP 	pos45: autoDraw = False
97.4038 	EXP 	pos90: autoDraw = False
97.4038 	EXP 	pos135: autoDraw = False
97.4038 	EXP 	pos180: autoDraw = False
97.4038 	EXP 	pos225: autoDraw = False
97.4038 	EXP 	pos270: autoDraw = False
97.4038 	EXP 	pos315: autoDraw = False
97.4038 	EXP 	response: autoDraw = False
97.4038 	EXP 	pos0: fillColor = '[-1. -1.  1.] (rgb)'
97.4038 	EXP 	pos0: lineColor = '[-1. -1.  1.] (rgb)'
97.4038 	EXP 	pos45: fillColor = '[ 1. -1.  1.] (rgb)'
97.4038 	EXP 	pos45: lineColor = '[ 1. -1.  1.] (rgb)'
97.4038 	EXP 	pos90: fillColor = '[-1.  1. -1.] (rgb)'
97.4038 	EXP 	pos90: lineColor = '[-1.  1. -1.] (rgb)'
97.4038 	EXP 	pos135: fillColor = '[ 1. -1. -1.] (rgb)'
97.4038 	EXP 	pos135: lineColor = '[ 1. -1. -1.] (rgb)'
97.4038 	EXP 	pos180: fillColor = '[-1.  1.  1.] (rgb)'
97.4038 	EXP 	pos180: lineColor = '[-1.  1.  1.] (rgb)'
97.4038 	EXP 	pos225: fillColor = '[1. 1. 1.] (rgb)'
97.4038 	EXP 	pos225: lineColor = '[1. 1. 1.] (rgb)'
97.4038 	EXP 	pos270: fillColor = '[0. 0. 0.] (rgb)'
97.4038 	EXP 	pos270: lineColor = '[0. 0. 0.] (rgb)'
97.4038 	EXP 	pos315: fillColor = '[ 1.  1. -1.] (rgb)'
97.4038 	EXP 	pos315: lineColor = '[ 1.  1. -1.] (rgb)'
97.4038 	EXP 	response: fillColor = '[-1.  1.  1.] (rgb)'
97.4038 	EXP 	response: lineColor = '[-1.  1.  1.] (rgb)'
97.4038 	EXP 	pos0: autoDraw = True
97.4038 	EXP 	pos45: autoDraw = True
97.4038 	EXP 	pos90: autoDraw = True
97.4038 	EXP 	pos135: autoDraw = True
97.4038 	EXP 	pos180: autoDraw = True
97.4038 	EXP 	pos225: autoDraw = True
97.4038 	EXP 	pos270: autoDraw = True
97.4038 	EXP 	pos315: autoDraw = True
97.5243 	DATA 	Mouse:  Left button up, pos=(942,157)
102.4189 	EXP 	pos0: autoDraw = False
102.4189 	EXP 	pos45: autoDraw = False
102.4189 	EXP 	pos90: autoDraw = False
102.4189 	EXP 	pos135: autoDraw = False
102.4189 	EXP 	pos180: autoDraw = False
102.4189 	EXP 	pos225: autoDraw = False
102.4189 	EXP 	pos270: autoDraw = False
102.4189 	EXP 	pos315: autoDraw = False
104.3847 	EXP 	response: autoDraw = True
106.3345 	DATA 	Mouse: Left button down, pos=(1133,836)
106.3383 	EXP 	New trial (rep=0, index=10): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [1, 1, 1]), ('Color90', [1, -1, -1]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, 1]), ('Color225', [-1, 1, 1]), ('Color270', [-1, 1, -1]), ('Color315', [-1, -1, 1]), ('Cueresp', [1, -1, 1]), ('target_angle', 180), ('load', 7), ('delay', 2), ('trial', 2)])
106.3507 	EXP 	pos0: autoDraw = False
106.3507 	EXP 	pos45: autoDraw = False
106.3507 	EXP 	pos90: autoDraw = False
106.3507 	EXP 	pos135: autoDraw = False
106.3507 	EXP 	pos180: autoDraw = False
106.3507 	EXP 	pos225: autoDraw = False
106.3507 	EXP 	pos270: autoDraw = False
106.3507 	EXP 	pos315: autoDraw = False
106.3507 	EXP 	response: autoDraw = False
106.3507 	EXP 	pos0: fillColor = '[ 1.  1. -1.] (rgb)'
106.3507 	EXP 	pos0: lineColor = '[ 1.  1. -1.] (rgb)'
106.3507 	EXP 	pos45: fillColor = '[1. 1. 1.] (rgb)'
106.3507 	EXP 	pos45: lineColor = '[1. 1. 1.] (rgb)'
106.3507 	EXP 	pos90: fillColor = '[ 1. -1. -1.] (rgb)'
106.3507 	EXP 	pos90: lineColor = '[ 1. -1. -1.] (rgb)'
106.3507 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
106.3507 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
106.3507 	EXP 	pos180: fillColor = '[ 1. -1.  1.] (rgb)'
106.3507 	EXP 	pos180: lineColor = '[ 1. -1.  1.] (rgb)'
106.3507 	EXP 	pos225: fillColor = '[-1.  1.  1.] (rgb)'
106.3507 	EXP 	pos225: lineColor = '[-1.  1.  1.] (rgb)'
106.3507 	EXP 	pos270: fillColor = '[-1.  1. -1.] (rgb)'
106.3507 	EXP 	pos270: lineColor = '[-1.  1. -1.] (rgb)'
106.3507 	EXP 	pos315: fillColor = '[-1. -1.  1.] (rgb)'
106.3507 	EXP 	pos315: lineColor = '[-1. -1.  1.] (rgb)'
106.3507 	EXP 	response: fillColor = '[ 1. -1.  1.] (rgb)'
106.3507 	EXP 	response: lineColor = '[ 1. -1.  1.] (rgb)'
106.3507 	EXP 	pos0: autoDraw = True
106.3507 	EXP 	pos45: autoDraw = True
106.3507 	EXP 	pos90: autoDraw = True
106.3507 	EXP 	pos135: autoDraw = True
106.3507 	EXP 	pos180: autoDraw = True
106.3507 	EXP 	pos225: autoDraw = True
106.3507 	EXP 	pos270: autoDraw = True
106.3507 	EXP 	pos315: autoDraw = True
106.4537 	DATA 	Mouse:  Left button up, pos=(1133,836)
111.3655 	EXP 	pos0: autoDraw = False
111.3655 	EXP 	pos45: autoDraw = False
111.3655 	EXP 	pos90: autoDraw = False
111.3655 	EXP 	pos135: autoDraw = False
111.3655 	EXP 	pos180: autoDraw = False
111.3655 	EXP 	pos225: autoDraw = False
111.3655 	EXP 	pos270: autoDraw = False
111.3655 	EXP 	pos315: autoDraw = False
113.3315 	EXP 	response: autoDraw = True
115.2178 	DATA 	Mouse: Left button down, pos=(526,552)
115.2235 	EXP 	New trial (rep=0, index=11): OrderedDict([('Color0', [1, 1, -1]), ('Color45', [0, 0, 0]), ('Color90', [1, -1, 1]), ('Color135', [-1, 1, 1]), ('Color180', [-1, 1, -1]), ('Color225', [1, -1, -1]), ('Color270', [1, 1, 1]), ('Color315', [-1, -1, 1]), ('Cueresp', [-1, 1, 1]), ('target_angle', 135), ('load', 7), ('delay', 2), ('trial', 3)])
115.2345 	EXP 	pos0: autoDraw = False
115.2345 	EXP 	pos45: autoDraw = False
115.2345 	EXP 	pos90: autoDraw = False
115.2345 	EXP 	pos135: autoDraw = False
115.2345 	EXP 	pos180: autoDraw = False
115.2345 	EXP 	pos225: autoDraw = False
115.2345 	EXP 	pos270: autoDraw = False
115.2345 	EXP 	pos315: autoDraw = False
115.2345 	EXP 	response: autoDraw = False
115.2345 	EXP 	pos0: fillColor = '[ 1.  1. -1.] (rgb)'
115.2345 	EXP 	pos0: lineColor = '[ 1.  1. -1.] (rgb)'
115.2345 	EXP 	pos45: fillColor = '[0. 0. 0.] (rgb)'
115.2345 	EXP 	pos45: lineColor = '[0. 0. 0.] (rgb)'
115.2345 	EXP 	pos90: fillColor = '[ 1. -1.  1.] (rgb)'
115.2345 	EXP 	pos90: lineColor = '[ 1. -1.  1.] (rgb)'
115.2345 	EXP 	pos135: fillColor = '[-1.  1.  1.] (rgb)'
115.2345 	EXP 	pos135: lineColor = '[-1.  1.  1.] (rgb)'
115.2345 	EXP 	pos180: fillColor = '[-1.  1. -1.] (rgb)'
115.2345 	EXP 	pos180: lineColor = '[-1.  1. -1.] (rgb)'
115.2345 	EXP 	pos225: fillColor = '[ 1. -1. -1.] (rgb)'
115.2345 	EXP 	pos225: lineColor = '[ 1. -1. -1.] (rgb)'
115.2345 	EXP 	pos270: fillColor = '[1. 1. 1.] (rgb)'
115.2345 	EXP 	pos270: lineColor = '[1. 1. 1.] (rgb)'
115.2345 	EXP 	pos315: fillColor = '[-1. -1.  1.] (rgb)'
115.2345 	EXP 	pos315: lineColor = '[-1. -1.  1.] (rgb)'
115.2345 	EXP 	response: fillColor = '[-1.  1.  1.] (rgb)'
115.2345 	EXP 	response: lineColor = '[-1.  1.  1.] (rgb)'
115.2345 	EXP 	pos0: autoDraw = True
115.2345 	EXP 	pos45: autoDraw = True
115.2345 	EXP 	pos90: autoDraw = True
115.2345 	EXP 	pos135: autoDraw = True
115.2345 	EXP 	pos180: autoDraw = True
115.2345 	EXP 	pos225: autoDraw = True
115.2345 	EXP 	pos270: autoDraw = True
115.2345 	EXP 	pos315: autoDraw = True
115.3672 	DATA 	Mouse:  Left button up, pos=(529,552)
120.2461 	EXP 	pos0: autoDraw = False
120.2461 	EXP 	pos45: autoDraw = False
120.2461 	EXP 	pos90: autoDraw = False
120.2461 	EXP 	pos135: autoDraw = False
120.2461 	EXP 	pos180: autoDraw = False
120.2461 	EXP 	pos225: autoDraw = False
120.2461 	EXP 	pos270: autoDraw = False
120.2461 	EXP 	pos315: autoDraw = False
122.2289 	EXP 	response: autoDraw = True
124.0126 	DATA 	Mouse: Left button down, pos=(657,797)
124.0161 	EXP 	New trial (rep=0, index=12): OrderedDict([('Color0', [-1, 1, -1]), ('Color45', [1, -1, 1]), ('Color90', [-1, 1, 1]), ('Color135', [0, 0, 0]), ('Color180', [1, -1, -1]), ('Color225', [-1, -1, 1]), ('Color270', [1, 1, 1]), ('Color315', [1, 1, -1]), ('Cueresp', [-1, 1, 1]), ('target_angle', 90), ('load', 7), ('delay', 2), ('trial', 4)])
124.0287 	EXP 	pos0: autoDraw = False
124.0287 	EXP 	pos45: autoDraw = False
124.0287 	EXP 	pos90: autoDraw = False
124.0287 	EXP 	pos135: autoDraw = False
124.0287 	EXP 	pos180: autoDraw = False
124.0287 	EXP 	pos225: autoDraw = False
124.0287 	EXP 	pos270: autoDraw = False
124.0287 	EXP 	pos315: autoDraw = False
124.0287 	EXP 	response: autoDraw = False
124.0287 	EXP 	pos0: fillColor = '[-1.  1. -1.] (rgb)'
124.0287 	EXP 	pos0: lineColor = '[-1.  1. -1.] (rgb)'
124.0287 	EXP 	pos45: fillColor = '[ 1. -1.  1.] (rgb)'
124.0287 	EXP 	pos45: lineColor = '[ 1. -1.  1.] (rgb)'
124.0287 	EXP 	pos90: fillColor = '[-1.  1.  1.] (rgb)'
124.0287 	EXP 	pos90: lineColor = '[-1.  1.  1.] (rgb)'
124.0287 	EXP 	pos135: fillColor = '[0. 0. 0.] (rgb)'
124.0287 	EXP 	pos135: lineColor = '[0. 0. 0.] (rgb)'
124.0287 	EXP 	pos180: fillColor = '[ 1. -1. -1.] (rgb)'
124.0287 	EXP 	pos180: lineColor = '[ 1. -1. -1.] (rgb)'
124.0287 	EXP 	pos225: fillColor = '[-1. -1.  1.] (rgb)'
124.0287 	EXP 	pos225: lineColor = '[-1. -1.  1.] (rgb)'
124.0287 	EXP 	pos270: fillColor = '[1. 1. 1.] (rgb)'
124.0287 	EXP 	pos270: lineColor = '[1. 1. 1.] (rgb)'
124.0287 	EXP 	pos315: fillColor = '[ 1.  1. -1.] (rgb)'
124.0287 	EXP 	pos315: lineColor = '[ 1.  1. -1.] (rgb)'
124.0287 	EXP 	response: fillColor = '[-1.  1.  1.] (rgb)'
124.0287 	EXP 	response: lineColor = '[-1.  1.  1.] (rgb)'
124.0287 	EXP 	pos0: autoDraw = True
124.0287 	EXP 	pos45: autoDraw = True
124.0287 	EXP 	pos90: autoDraw = True
124.0287 	EXP 	pos135: autoDraw = True
124.0287 	EXP 	pos180: autoDraw = True
124.0287 	EXP 	pos225: autoDraw = True
124.0287 	EXP 	pos270: autoDraw = True
124.0287 	EXP 	pos315: autoDraw = True
124.1154 	DATA 	Mouse:  Left button up, pos=(657,797)
129.0436 	EXP 	pos0: autoDraw = False
129.0436 	EXP 	pos45: autoDraw = False
129.0436 	EXP 	pos90: autoDraw = False
129.0436 	EXP 	pos135: autoDraw = False
129.0436 	EXP 	pos180: autoDraw = False
129.0436 	EXP 	pos225: autoDraw = False
129.0436 	EXP 	pos270: autoDraw = False
129.0436 	EXP 	pos315: autoDraw = False
131.0093 	EXP 	response: autoDraw = True
133.0096 	DATA 	Mouse: Left button down, pos=(933,950)
133.0130 	EXP 	New trial (rep=0, index=13): OrderedDict([('Color0', [1, -1, -1]), ('Color45', [-1, -1, 1]), ('Color90', [1, -1, 1]), ('Color135', [1, 1, 1]), ('Color180', [-1, 1, -1]), ('Color225', [1, 1, -1]), ('Color270', [-1, 1, 1]), ('Color315', [0, 0, 0]), ('Cueresp', [-1, -1, 1]), ('target_angle', 45), ('load', 7), ('delay', 2), ('trial', 5)])
133.0254 	EXP 	pos0: autoDraw = False
133.0254 	EXP 	pos45: autoDraw = False
133.0254 	EXP 	pos90: autoDraw = False
133.0254 	EXP 	pos135: autoDraw = False
133.0254 	EXP 	pos180: autoDraw = False
133.0254 	EXP 	pos225: autoDraw = False
133.0254 	EXP 	pos270: autoDraw = False
133.0254 	EXP 	pos315: autoDraw = False
133.0254 	EXP 	response: autoDraw = False
133.0254 	EXP 	pos0: fillColor = '[ 1. -1. -1.] (rgb)'
133.0254 	EXP 	pos0: lineColor = '[ 1. -1. -1.] (rgb)'
133.0254 	EXP 	pos45: fillColor = '[-1. -1.  1.] (rgb)'
133.0254 	EXP 	pos45: lineColor = '[-1. -1.  1.] (rgb)'
133.0254 	EXP 	pos90: fillColor = '[ 1. -1.  1.] (rgb)'
133.0254 	EXP 	pos90: lineColor = '[ 1. -1.  1.] (rgb)'
133.0254 	EXP 	pos135: fillColor = '[1. 1. 1.] (rgb)'
133.0254 	EXP 	pos135: lineColor = '[1. 1. 1.] (rgb)'
133.0254 	EXP 	pos180: fillColor = '[-1.  1. -1.] (rgb)'
133.0254 	EXP 	pos180: lineColor = '[-1.  1. -1.] (rgb)'
